,mean_reward_100_steps,steps
105,-406.6509368878817,12808
106,-411.22318313755824,12897
107,-411.4869198626033,13026
108,-414.4845853771092,13203
109,-411.230892875898,13310
110,-410.01584842070895,13492
111,-409.65550124597576,13607
112,-409.39968504268205,13712
113,-406.9738194680743,13916
114,-403.9703577671628,14016
115,-404.99292248377157,14179
116,-406.4536466306886,14278
117,-405.4909525767286,14425
118,-412.6713579202861,14548
119,-415.5867972485303,14652
120,-415.5730158675357,14783
121,-421.91254998260564,14997
122,-429.0558349197664,15226
123,-433.49888135299784,15425
124,-440.3810186999565,15566
125,-446.60645151915685,15777
126,-448.12440929322423,15900
127,-453.7674662502354,16102
128,-456.25333723482896,16193
129,-457.43593517857613,16340
130,-454.2876795788161,16480
131,-456.7988856006926,16560
132,-456.4064948957966,16642
133,-467.96193537658917,16829
134,-468.4535974587408,16958
135,-472.00362111012123,17055
136,-472.42279129845485,17128
137,-480.8876622627749,17307
138,-484.35841212486116,17415
139,-487.3868913298836,17518
140,-486.6461462731599,17739
141,-504.70324620374646,18063
142,-511.62752335853554,18201
143,-509.09309312830453,18305
144,-507.08517626280826,18380
145,-509.82801707872875,18468
146,-515.8519158775174,18644
147,-513.5423433248885,18770
148,-510.5501692332871,18892
149,-508.15299846561896,19093
150,-555.0284690737692,19528
151,-558.0165699331508,19693
152,-560.0560436910212,19782
153,-555.6735846253097,19939
154,-555.2531970361382,20056
155,-558.2080910361593,20161
156,-560.2777115899559,20376
157,-562.1320615413612,20538
158,-569.1486593680797,20680
159,-569.6364396585005,20843
160,-572.4959176980424,20952
161,-569.8320008317507,21069
162,-572.8203455425972,21226
163,-575.1960156805685,21341
164,-588.531052888163,21560
165,-587.6081224224725,21657
166,-586.301134912565,21784
167,-585.5623756360649,21941
168,-586.6792125114465,22024
169,-590.1705737709507,22119
170,-594.205916718799,22284
171,-597.3527008905716,22364
172,-600.460337632255,22468
173,-602.0067595891417,22567
174,-613.2905410123218,22792
175,-622.8681705008904,23024
176,-625.5096377736438,23126
177,-636.7609345955889,23310
178,-638.1794514541009,23425
179,-619.6316695089082,23633
180,-622.7258581568448,23803
181,-621.2119383249316,23901
182,-620.8630570562028,23985
183,-619.2670954232557,24071
184,-618.221685304616,24182
185,-625.9642315019423,24362
186,-624.7799888435334,24465
187,-628.1303749931678,24574
188,-628.1157033918763,24653
189,-631.5449622558721,24738
190,-632.6243271876388,24866
191,-636.0891470966452,24966
192,-637.728249839698,25093
193,-643.5528493280484,25248
194,-645.1625225292029,25350
195,-641.8578791892834,25440
196,-644.0921785645928,25586
197,-643.5231514257028,25721
198,-641.9451104724993,25807
199,-645.0331324698117,25900
200,-644.1304972406546,26031
201,-651.1000472191057,26213
202,-647.3898103791256,26305
203,-652.746343800542,26428
204,-655.2164159175632,26526
205,-653.0973150571266,26689
206,-650.3628933123656,26779
207,-650.3332371962301,26886
208,-647.4205006968824,26982
209,-651.3325844099306,27133
210,-655.7688514248151,27271
211,-667.5126230858681,27484
212,-667.8500414211153,27568
213,-671.5377056560823,27658
214,-679.6331242135019,27846
215,-679.036320799025,27927
216,-677.0321579573787,28057
217,-680.1448475928692,28198
218,-676.144404305799,28359
219,-675.7094807717533,28446
220,-678.3925209909503,28588
221,-673.071033577868,28680
222,-668.5363897623454,28756
223,-669.3510977152428,28938
224,-667.1029439899463,29081
225,-658.0387282827464,29224
226,-652.6890463409973,29325
227,-646.2879736312428,29415
228,-645.9300871022584,29523
229,-644.5661550270237,29625
230,-640.0683823885698,29800
231,-640.1946491041303,29880
232,-645.439424227859,30079
233,-638.3161452604713,30220
234,-644.7285060444549,30384
235,-648.9298922735048,30572
236,-648.8582751241797,30662
237,-641.2856023031043,30746
238,-642.8075762438679,30837
239,-638.3140328491352,30921
240,-640.8271222773697,31029
241,-627.4285279941164,31226
242,-630.3902931117553,31493
243,-628.1580748524856,31643
244,-625.7439928753779,31735
245,-626.4706604850044,31841
246,-635.5337223330115,32119
247,-637.0639133150912,32226
248,-641.5193675816706,32382
249,-648.6367132108572,32557
250,-607.88300268803,32818
251,-610.2797717300074,32924
252,-627.6776777170875,33199
253,-630.4077416223724,33385
254,-633.8145599698167,33482
255,-634.4283607907885,33620
256,-630.0275829007144,33725
257,-630.6884722664789,33808
258,-628.9236386360484,33956
259,-627.4434594223944,34103
260,-631.3281767371404,34261
261,-633.0738226551713,34337
262,-630.675653181413,34435
263,-631.8942001127973,34528
264,-623.5921048604914,34656
265,-628.5569400132707,34771
266,-633.2899498894243,34894
267,-644.952742977077,35103
268,-649.7474537039393,35308
269,-657.6920090816043,35530
270,-655.2948715661362,35612
271,-655.5100370058913,35708
272,-652.9491207225778,35831
273,-653.2528173009568,35925
274,-644.0776611088373,36024
275,-641.7654321619002,36185
276,-644.6079788273365,36282
277,-653.0565341637182,36567
278,-657.7827990448712,36814
279,-657.0214818696098,37079
280,-657.0587040246018,37195
281,-658.662735162454,37312
282,-663.2675911005038,37506
283,-667.2930601157115,37724
284,-670.1432638312575,37810
285,-666.8465736968201,37909
286,-664.6449479871227,38025
287,-665.5574430597557,38119
288,-667.590570992354,38251
289,-686.5647279912831,38592
290,-692.027009367875,38743
291,-690.0751876171493,38863
292,-687.2716823535059,38966
293,-683.816119021934,39063
294,-682.683021282689,39147
295,-682.7988696098224,39236
296,-684.8830258550202,39480
297,-690.0894356550443,39668
298,-692.9704308971019,39848
299,-688.1502411841592,39979
300,-700.2069636150428,40212
301,-701.2466785119992,40439
302,-700.5538537920266,40561
303,-696.5305889079126,40691
304,-701.7998074360507,40891
305,-701.5499283510554,41078
306,-707.848565157298,41249
307,-704.0914112208974,41370
308,-703.4213789665813,41531
309,-711.8826126913965,41721
310,-716.3566292672516,41856
311,-704.8925469435551,41957
312,-708.3081031061633,42167
313,-711.2015943872182,42367
314,-703.6752021681848,42452
315,-727.5634296777926,42734
316,-729.7280271615181,42928
317,-729.720403325003,43066
318,-730.3295027603859,43143
319,-726.4661598998821,43268
320,-728.2790790232121,43461
321,-743.9074924982191,43742
322,-753.5727698865031,43927
323,-750.6250035999841,44052
324,-751.5789622547118,44180
325,-749.9515530989166,44277
326,-764.8772583409768,44490
327,-764.0008906751966,44760
328,-762.672268473987,44860
329,-767.7718021914058,45023
330,-785.3137678900192,45239
331,-782.2745476749227,45382
332,-783.5592398626369,45558
333,-780.3575219658254,45679
334,-777.4889365903323,45813
335,-780.0315253859663,46013
336,-778.1322467427904,46181
337,-777.286834399628,46271
338,-782.7788305816919,46460
339,-784.5176602260198,46553
340,-783.3958301412099,46750
341,-773.9488130015046,46939
342,-764.2056362329239,47019
343,-771.950015679285,47164
344,-776.5774588174577,47301
345,-778.4526278206921,47451
346,-783.7902566953078,47734
347,-780.8809593825229,47817
348,-783.744817531408,47986
349,-772.7550219055324,48112
350,-769.5058443612427,48314
351,-771.5167393945063,48468
352,-750.769484716045,48766
353,-746.4644887653232,48974
354,-741.0128788119063,49094
355,-741.1522663995793,49212
356,-744.354549961751,49387
357,-740.971715078526,49669
358,-739.7757414760563,49832
359,-735.9980065552637,49926
360,-728.6084587508557,50003
361,-725.2195816610938,50083
362,-723.2836211025191,50191
363,-719.4937342061633,50276
364,-724.4139134467383,50503
365,-718.5451271656622,50698
366,-728.350062067373,50969
367,-713.3289599801614,51109
368,-709.5340706828637,51351
369,-697.042630210468,51431
370,-693.989726881863,51566
371,-689.6259099694081,51701
372,-686.5689750854555,52059
373,-682.6036264826267,52236
374,-677.1162873881109,52344
375,-667.9842405712125,52577
376,-662.8098008595445,52684
377,-641.7859206628573,52856
378,-634.4038067969618,52939
379,-622.5336017013078,53053
380,-616.6542341734636,53163
381,-609.9428738143466,53224
382,-601.3842028163253,53411
383,-594.497372189079,53583
384,-593.5794142299152,53825
385,-588.7954962110256,53916
386,-586.2998660429417,53985
387,-582.0945605333395,54085
388,-576.9588371454537,54276
389,-553.0258743462431,54394
390,-544.643468868356,54480
391,-542.8277657360652,54559
392,-539.2760905560169,54651
393,-533.368399442146,54759
394,-528.4816003408982,54861
395,-525.8906816456172,54934
396,-518.0975399783598,55131
397,-509.540662603516,55216
398,-503.26377175759313,55305
399,-504.4333061383853,55389
400,-486.43155065467624,55472
401,-474.642751207071,55563
402,-469.3311787407869,55723
403,-467.9639015814225,55949
404,-458.1937251547643,56100
405,-455.00910504291664,56195
406,-447.7715247271087,56282
407,-448.77898478183437,56425
408,-447.6214023466278,56623
409,-434.6535009507913,56766
410,-426.0760706747188,56854
411,-423.76333594234734,56937
412,-416.1184725944669,57049
413,-409.02055115967346,57162
414,-406.8877694482877,57305
415,-378.4335322141246,57450
416,-374.2009790854811,57552
417,-370.34522692003003,57940
418,-367.7361090989832,58101
419,-366.4127637699669,58170
420,-357.6382403277506,58271
421,-336.44603439863874,58350
422,-322.7341320403972,58480
423,-316.2058085014775,58564
424,-309.1442007649246,58642
425,-309.00993960117415,58718
426,-294.23991003423697,58800
427,-290.81229136706503,58905
428,-286.7373901904049,58995
429,-277.69645414658186,59099
430,-260.47404868329437,59174
431,-260.0197215953409,59389
432,-250.15051195292742,59535
433,-247.86199484892353,59632
434,-239.62640517875636,59734
435,-226.22236756555571,59944
436,-223.72615057750824,60013
437,-219.91967725065157,60210
438,-209.13336968041355,60310
439,-205.4115931905475,60439
440,-200.66919135898053,60543
441,-200.91943411313414,60623
442,-200.61235613195208,60729
443,-192.07654829280548,60833
444,-186.01335077708197,60979
445,-179.64267274412734,61083
446,-158.93321512914773,61204
447,-158.81608178874203,61285
448,-150.02372252373277,61373
449,-150.0456770053651,61522
450,-145.6402427325753,61613
451,-138.33903967122188,61702
452,-137.99897398805143,61873
453,-137.9693899713458,61966
454,-138.53146320329105,62068
455,-134.5811362934856,62141
456,-127.76830474731727,62237
457,-127.07224618648368,62313
458,-121.85538147555876,62455
459,-121.78884595533196,62570
460,-121.81330517288762,62655
461,-121.63532842327004,62750
462,-121.56665758986459,62907
463,-121.15195203100613,63113
464,-110.00125185146985,63245
465,-109.94605889657635,63470
466,-92.46278577712201,63749
467,-92.16531923886271,63858
468,-88.95088651462407,64013
469,-89.05870762118147,64120
470,-88.60075458212741,64247
471,-89.53186234451506,64370
472,-90.44124347851456,64593
473,-89.84518179154772,64740
474,-89.3896275785958,64861
475,-88.69816830811277,64949
476,-88.35262128337696,65137
477,-88.51572446092852,65296
478,-88.87002162786074,65389
479,-87.80150572106938,65515
480,-87.35710395347465,65613
481,-87.50117327695588,65708
482,-87.13374832308656,65855
483,-86.6293792951037,66056
484,-82.16549814866086,66160
485,-81.4162390102221,66296
486,-82.2304759155984,66458
487,-81.50839655381847,66581
488,-81.24665592952006,66755
489,-81.44734456054606,66873
490,-81.77791886010117,67000
491,-81.1577035091035,67195
492,-82.6698048309317,67375
493,-82.67424154887587,67579
494,-81.77820879966055,67677
495,-81.16744358712326,67857
496,-80.6603941292231,67965
497,-80.61089866894402,68119
498,-80.50487254478712,68290
499,-80.24074175280357,68455
500,-80.2523622667928,68597
501,-80.9674950823956,68785
502,-81.2350598836717,68901
503,-80.51978542478169,69033
504,-81.42529387674126,69267
505,-80.59444311944628,69395
506,-80.17161914916223,69662
507,-79.80076560872102,69926
508,-79.97855230255993,70093
509,-79.38613136889931,70349
510,-79.757292929898,70480
511,-79.51058581392633,70604
512,-81.13273191583852,70809
513,-81.53068758492489,70921
514,-81.07070769563319,71028
515,-81.60430185855991,71145
516,-82.91972359805344,71439
517,-82.91543541637513,71728
518,-82.56569857433955,71911
519,-82.98860891609833,72039
520,-82.99948150116929,72261
521,-84.11812997288321,72465
522,-83.87197056787896,72555
523,-84.79968351136486,72673
524,-85.0258546405497,72837
525,-85.46146763919829,72996
526,-85.37294454856335,73154
527,-86.77532358266167,73447
528,-86.3845426044002,73661
529,-86.56740220592961,73906
530,-86.2362706225064,74123
531,-85.29742231335469,74242
532,-85.4490204519339,74354
533,-85.6249353217502,74492
534,-85.58858952732349,74683
535,-85.66505892822191,74877
536,-85.60007677503643,75061
537,-91.77715900214943,75376
538,-92.49349224889335,75611
539,-91.6717890194959,75783
540,-92.86486350172646,75984
541,-92.95034867099557,76217
542,-98.92110451376881,76538
543,-99.28116198554996,76996
544,-100.22408140366517,77341
545,-100.75816497798755,77570
546,-101.07076495417557,77799
547,-101.20469444850416,78050
548,-101.16025688386884,78250
549,-100.75757287010691,78445
550,-99.83214986966377,78649
551,-100.93372666408303,78897
552,-102.49092640131671,79241
553,-101.94603509613204,79357
554,-101.20201376307953,79458
555,-101.17887252176376,79678
556,-101.3868618555759,80062
557,-102.04214045806995,80273
558,-102.21714424042479,80447
559,-103.028644007896,80894
560,-102.25143578457393,81014
561,-102.03538434486337,81258
562,-101.84777194413448,81435
563,-103.63505752182796,81689
564,-103.42897001091985,81916
565,-103.02460911517313,82032
566,-104.15418849905001,82252
567,-103.57316898089056,82382
568,-102.37740883721641,82518
569,-101.98211482198629,82635
570,-102.01547199777639,82794
571,-101.33324373429073,82911
572,-98.94788040689038,83100
573,-99.12803992552881,83264
574,-98.64354580643248,83381
575,-98.54109956705886,83490
576,-98.03127189442303,83718
577,-97.60888212226608,83890
578,-97.02153612325874,84007
579,-98.82606848711643,84258
580,-98.12783691526003,84406
581,-97.82885041154098,84534
582,-97.04986914280926,84739
583,-96.31169550802224,84899
584,-96.35524936512692,85024
585,-96.4500196716656,85193
586,-96.01526800196578,85415
587,-96.4478470843714,85507
588,-95.73160423450068,85617
589,-94.80038631525969,85733
590,-93.62216831950882,85852
591,-93.27236950065952,85933
592,-91.77324466932792,86074
593,-91.27263655264889,86243
594,-91.96746779372978,86384
595,-91.4585590196128,86613
596,-91.47497744565662,86863
597,-91.25560017895623,87004
598,-91.21258984379554,87226
599,-90.83051327099321,87368
600,-89.817133171551,87477
601,-88.24894478926998,87587
602,-88.27497373932174,87744
603,-87.8340808432524,87835
604,-86.40811739994318,88023
605,-86.17602390491214,88170
606,-84.67373486214902,88286
607,-84.13495843653841,88414
608,-82.41702053260917,88544
609,-81.8114454034402,89545
610,-81.1179747325258,89709
611,-81.08711366024822,89840
612,-79.06289864100468,90001
613,-78.64727179800776,90204
614,-78.35732554565101,90358
615,-77.57028193041292,90525
616,-75.75456201434054,90630
617,-73.83243477919366,90756
618,-72.64200857505607,90999
619,-71.85021578626105,91135
620,-71.04835512877953,91240
621,-69.35727033247659,91340
622,-69.45887645822917,91566
623,-67.63621283301796,91682
624,-66.58452985485638,91989
625,-65.78769996931773,92151
626,-64.7809380573979,92309
627,-65.54170160731432,92717
628,-65.31540671231738,92908
629,-64.43864389085725,93133
630,-63.56165951205903,94134
631,-63.406038567307185,94293
632,-63.23049138799853,94535
633,-62.57163468400274,94720
634,-62.15144305097469,94863
635,-61.44374436482767,94993
636,-60.70894778114195,95093
637,-54.94309741520745,95296
638,-55.664836958483484,95470
639,-55.63855168396907,95598
640,-54.768817642924695,95804
641,-53.44082999600372,95949
642,-46.44336931657611,96174
643,-45.47925143936921,96348
644,-43.90623689694983,96527
645,-42.91379976403743,96686
646,-42.215087041789495,96929
647,-42.42536944396267,97355
648,-41.820865672986145,97464
649,-41.992526908480976,97697
650,-42.09667145140039,97900
651,-40.39777442277164,98178
652,-38.88409399686242,98299
653,-38.75747882641336,98421
654,-39.02925980646633,98680
655,-38.53464763082167,98802
656,-37.761780694979684,98965
657,-36.76438836402967,99343
658,-36.507012191200424,99486
659,-35.43466714345335,99680
660,-36.56581108775578,99949
661,-38.149791619761274,100160
662,-38.05854406538924,100492
663,-37.944652051876275,100716
664,-38.92679324704231,101136
665,-38.45315659038735,101210
666,-37.15448703251334,101376
667,-37.997120355452566,101674
668,-37.81174565286158,101812
669,-37.64383796108915,101998
670,-37.16038943881169,102155
671,-37.48303610932407,102289
672,-37.83242008572862,102438
673,-36.780500673185564,102546
674,-36.38725140736371,102696
675,-37.16950339051803,102891
676,-36.87503655847782,103114
677,-36.095972156041015,103266
678,-36.59052695080122,103537
679,-34.45955186391353,104538
680,-34.30833586735077,105539
681,-34.287879073432826,105731
682,-34.28263641774528,106075
683,-34.52081914787922,106216
684,-34.049726767630325,106439
685,-33.513401713340954,106619
686,-32.713105175151014,106843
687,-32.750156503524174,107105
688,-32.72400746923374,107320
689,-32.10314604298205,107553
690,-31.797630333644125,108554
691,-31.33730296542872,108780
692,-31.619027337114712,109056
693,-31.04357863051807,109205
694,-30.48058717791381,109368
695,-30.5843714643445,109506
696,-29.988274358126134,109614
697,-29.394275140586497,109704
698,-28.59317857323941,109909
699,-27.928063471508217,110111
700,-28.135139590165707,110241
701,-28.033190328371685,110385
702,-28.356914184670917,110564
703,-27.96094100351708,110711
704,-28.124537403053004,110906
705,-27.493923978443046,111907
706,-28.132074433988915,112115
707,-27.91805473327276,112281
708,-27.73438329841885,112408
709,-28.110947956959112,112621
710,-28.01361348855195,112777
711,-27.3825921889851,112944
712,-28.269654954230486,113130
713,-28.071264849609005,113276
714,-28.10881094445975,113438
715,-27.74274960988384,113570
716,-28.29974623946721,113819
717,-27.988103703277346,113954
718,-29.50226556564801,114322
719,-29.067127459731342,114460
720,-29.48934538358427,114614
721,-29.43965457936693,114791
722,-29.1445191164358,114897
723,-29.436021914286986,115009
724,-28.536087816460117,116010
725,-28.73424868017881,116098
726,-29.475356882566317,116182
727,-27.34410442762277,116343
728,-27.756359105405377,116600
729,-27.942074140186616,116817
730,-28.223914413560934,117036
731,-28.294943958905755,117146
732,-28.020178103434866,117306
733,-28.798615844493394,117505
734,-29.423337636939504,117623
735,-29.2186897475176,117743
736,-30.238200860772345,117863
737,-29.9514731325733,118104
738,-28.200904593748763,118266
739,-28.73935371478194,118399
740,-28.368476446132632,118576
741,-28.865279591085667,118747
742,-29.300512308223055,118868
743,-29.529487932307493,119046
744,-29.086077768188744,119190
745,-28.736190724919734,119413
746,-28.599337674465538,119634
747,-27.50255873580927,119773
748,-27.731799853393063,119982
749,-27.525919967856684,120089
750,-27.545197764653484,120275
751,-26.962944730043773,120415
752,-26.93082444346969,120533
753,-26.92520502226041,120677
754,-26.575081670616022,120906
755,-26.740789542510498,121035
756,-26.41504774578267,121176
757,-26.103377330354014,121308
758,-25.537967023906308,121485
759,-24.809593061456845,122486
760,-23.46894848104864,122731
761,-21.323369749336692,122885
762,-20.8265897050308,123013
763,-19.117051027956407,123234
764,-17.6520142506106,123494
765,-17.229991771500103,123647
766,-17.239981411444816,123771
767,-16.517298724852207,123959
768,-17.354831037806346,124184
769,-17.435178014385475,124385
770,-17.69388130312257,124540
771,-17.518123836466238,124746
772,-16.8703967841452,124902
773,-17.46507729611496,125110
774,-17.54235398555262,125265
775,-16.338644294819037,125422
776,-16.005663139664584,125630
777,-16.45822541354515,125759
778,-15.812469894824089,126050
779,-17.02367791883355,126337
780,-17.215750503047524,126465
781,-16.779774132130218,126598
782,-16.220749290515688,126705
783,-17.413168420817723,126894
784,-17.527549174779164,127168
785,-17.07777385088552,127291
786,-16.873767955256675,127448
787,-16.812392966176088,127619
788,-16.193685913582563,127817
789,-15.898587352614738,128818
790,-15.640411624330318,128988
791,-15.019666721466649,129989
792,-15.343051574770389,130237
793,-16.329161115776536,130530
794,-15.751935626821703,130662
795,-15.77938980225387,130973
796,-16.15661063194847,131231
797,-16.430343315233152,132232
798,-16.263438232193195,132404
799,-18.30055998380863,132638
800,-18.21302891790911,132864
801,-18.79519741933033,133132
802,-19.48029771994256,133326
803,-19.212209272438976,133515
804,-18.838449967492586,134516
805,-19.854514008567424,135517
806,-21.475426208506523,135820
807,-20.914703807736228,136114
808,-20.660918326114867,137115
809,-21.424984042594392,137456
810,-20.831177831846915,137690
811,-20.598854933425383,138010
812,-20.177955184265628,138372
813,-19.035850886683235,139373
814,-19.158233686219344,139598
815,-19.86723687737001,139819
816,-19.058895363477426,139984
817,-19.543501929630544,140985
818,-18.18184614071306,141389
819,-19.12473628754711,141675
820,-18.808219899768652,142066
821,-19.246381226133103,142292
822,-19.186907615609126,143293
823,-19.191324505282797,144294
824,-20.762572443963382,144800
825,-22.491836882578934,145442
826,-25.194307354351952,145855
827,-24.729820174185697,146856
828,-24.144504019222623,147098
829,-24.35750159576035,147358
830,-25.301183387983478,148038
831,-26.232750352469065,148752
832,-26.549914632203325,149281
833,-26.42623502882261,149845
834,-25.158009517229463,150040
835,-25.58305579762577,151041
836,-24.79316294627076,151365
837,-24.738162415998143,151889
838,-25.565517697564456,152360
839,-26.54502881553387,152902
840,-26.6040813253619,153140
841,-26.96302310776709,154141
842,-28.791969806021555,154799
843,-28.29276867048717,155800
844,-27.906389941265566,156054
845,-28.56213568297821,156547
846,-27.963708118053045,157548
847,-28.678833532080258,157724
848,-28.904786999337365,158074
849,-28.132443635803558,159075
850,-29.376614099125117,159867
851,-29.657879553541246,160480
852,-29.559632079591005,160688
853,-30.1231305823075,160883
854,-29.441455454182588,161097
855,-29.41519935648486,161335
856,-32.30388041961581,161607
857,-32.15505036131462,162608
858,-31.774022462932834,163609
859,-32.40975746167213,163952
860,-32.55764884284407,164224
861,-31.214870635685806,165207
862,-29.16613431654669,165952
863,-30.62223531399585,166177
864,-31.45552450797161,166602
865,-31.15537518356954,166823
866,-31.351408841638158,167202
867,-31.614020670969488,167449
868,-31.830455746667052,167729
869,-32.11520531852338,167944
870,-31.78550082586447,168149
871,-31.41006577615221,168369
872,-31.618360001103696,169370
873,-30.891258826080385,169616
874,-30.671111141197567,170617
875,-31.225185039272095,171618
876,-29.328446785272025,172130
877,-29.142865527829436,172451
878,-28.98212284834613,172648
879,-27.182762826077454,173649
880,-26.997598428329407,174650
881,-26.954121541345668,174921
882,-27.29144055992099,175107
883,-26.06183296555167,175258
884,-26.14059414269142,175453
885,-25.869370965767494,176454
886,-25.90274040115289,176691
887,-28.53638519965445,177366
888,-28.31976696311048,177684
889,-29.52824224544088,177914
890,-29.724096603344073,178097
891,-29.868040395461357,178248
892,-31.122877212439075,178956
893,-31.511217774056323,179607
894,-31.636281172229896,180608
895,-31.908011330912323,181198
896,-31.176607189421237,181329
897,-32.477818406823324,181789
898,-32.7198881702789,182067
899,-31.110263266805955,182755
900,-31.421883476032505,183157
901,-32.71795709634088,183845
902,-31.22288351947803,184538
903,-30.767201166183877,184686
904,-30.530077928192167,184817
905,-29.93725504528192,185134
906,-27.878446757943546,185472
907,-27.800505174958175,185718
908,-29.22237072034271,186201
909,-29.855374205603717,186570
910,-30.037238780687048,186760
911,-30.500425380681875,187002
912,-29.65066480416759,187137
913,-30.60325160679161,187293
914,-30.41986178749242,187433
915,-29.30135378635739,187602
916,-29.23740466770736,187966
917,-29.676014661773923,188459
918,-30.11509416498724,189075
919,-29.426046685687634,189372
920,-30.023798511052387,189661
921,-29.42233302945432,189846
922,-28.96963730815297,190161
923,-28.520049402707013,190319
924,-25.663429322078898,190917
925,-21.39061787549087,191229
926,-16.781303138317927,192034
927,-17.078369079466896,192228
928,-16.4208280184746,192400
929,-15.547398900631581,192672
930,-13.460205236290754,193311
931,-13.982604263958917,193796
932,-13.349962640155454,193972
933,-10.138199206813889,194321
934,-10.759868997594804,194510
935,-10.57040579250617,194725
936,-10.722903881619475,195051
937,-9.950713229634518,195258
938,-10.390099319418221,195715
939,-9.426302364752335,195997
940,-9.308342641360017,196256
941,-6.802009647888712,197117
942,-6.7631374697547155,197587
943,-6.515185380816433,197840
944,-4.860375454098588,198192
945,-5.942972079083845,198675
946,-5.967292674912289,198933
947,-6.403647346193396,199363
948,-6.688377899320897,199603
949,-7.102789698449198,199918
950,-5.939440124423999,200221
951,-6.047999783115123,200480
952,-4.5008975757843,201074
953,-1.9576621297399066,201728
954,-3.003052026650136,201962
955,-3.644803183118165,202963
956,0.6139890359370485,203727
957,0.6542969448102228,203838
958,-0.23978011284478076,204839
959,-0.5191097709191587,205133
960,-1.4607594299795637,205740
961,-0.9013615107181693,206094
962,-2.513326659181364,206309
963,-0.8651140423998355,206552
964,-0.8509586168135751,206963
965,-2.019454529165033,207305
966,0.3324303654912114,207720
967,0.892464003017324,208101
968,2.962118617312267,209033
969,3.282634589831219,209269
970,4.302104007956432,209907
971,6.384305035143013,210380
972,6.166982542399046,210840
973,5.630875442006625,211239
974,5.396769727425046,211438
975,5.646982191879891,211685
976,1.4600857195179986,212212
977,1.2367190699980872,212616
978,0.8435616614966378,212831
979,-0.20449134646886022,213157
980,-0.9981988448440536,213609
981,-1.130553232950739,214610
982,1.365040793194809,214967
983,1.6748027964812058,215091
984,2.3081411430814214,215291
985,1.8327346854707387,215616
986,1.983830445699019,215909
987,3.4756284501890864,216862
988,2.771902618785021,217292
989,5.084909887918234,218204
990,6.851325879967786,218797
991,3.799666670155115,219253
992,4.922033291218632,219645
993,5.39574028142099,220108
994,7.336027532036112,220623
995,7.990734350513219,221624
996,7.101540829707677,221772
997,8.028136774292804,222773
998,7.957666465495146,223774
999,8.63235329990606,224775
1000,6.556733732169411,225212
1001,9.790423507300837,225908
