Wall time,Step,Value
1582821791.8678002,462846,91.74378204345703
1582821793.0478208,464381,95.56600189208984
1582821793.3237426,464884,97.66905975341797
1582821793.9536624,465543,99.66448974609375
1582821794.0827222,465744,99.01937103271484
1582821794.6338613,466510,101.76393127441406
1582821794.9288015,467046,102.18917846679688
1582821795.0708249,467296,102.72362518310547
1582821795.8084853,468411,101.08065032958984
1582821796.0665574,468714,103.29429626464844
1582821796.434044,469229,102.34265899658203
1582821796.4821496,469319,100.86578369140625
1582821796.514878,469394,100.23422241210938
1582821796.8465195,469954,101.40260314941406
1582821797.2496333,470705,100.08837127685547
1582821797.2991316,470793,97.46810913085938
1582821797.3156276,470820,98.24983978271484
1582821798.1032784,472167,95.4758529663086
1582821798.132864,472219,94.44527435302734
1582821798.4276273,472768,91.86201477050781
1582821798.6624475,473146,91.3875732421875
1582821798.8188295,473427,91.23786163330078
1582821798.9215877,473666,90.72406005859375
1582821799.0801115,474024,89.1685562133789
1582821799.3286347,474581,87.23236083984375
1582821799.409147,474721,86.91120910644531
1582821799.6546502,475156,83.40180206298828
1582821799.9349823,475612,83.46566772460938
1582821800.0588276,475783,81.64849090576172
1582821800.0653489,475794,81.18798828125
1582821800.586141,476542,79.66166687011719
1582821801.123592,477167,80.67428588867188
1582821801.4923937,477644,80.50534057617188
1582821802.4535835,478815,83.86974334716797
1582821803.3351831,479760,81.1229019165039
1582821804.2901356,480551,78.92277526855469
1582821805.8220205,482014,78.83335876464844
1582821807.056725,483090,81.3049087524414
1582821808.390348,484050,78.08209228515625
1582821809.4258158,484697,77.02164459228516
1582821809.6106586,484849,79.25371551513672
1582821810.68367,486254,85.96881866455078
1582821811.6488748,487580,90.12486267089844
1582821811.909288,487951,92.32078552246094
1582821811.9511342,488054,94.9940185546875
1582821812.0814724,488286,95.0476303100586
1582821812.345119,488791,94.4808349609375
1582821812.4314554,488986,91.74281311035156
1582821812.6575825,489438,91.60061645507812
1582821813.0212748,490069,82.84161376953125
1582821813.0368612,490097,80.68147277832031
1582821813.128742,490264,77.68071746826172
1582821813.3417447,490660,75.90884399414062
1582821813.3680875,490699,73.4867172241211
1582821813.8093996,491558,70.84037780761719
1582821813.815091,491567,68.29131317138672
1582821814.0607762,492017,66.98138427734375
1582821814.1404176,492159,64.23359680175781
1582821814.3155625,492437,65.43643188476562
1582821814.3565998,492531,65.56965637207031
1582821814.4165242,492675,66.39783477783203
1582821814.6146622,493134,65.84375762939453
1582821814.624354,493158,66.4410400390625
1582821814.7241316,493433,63.86971664428711
1582821814.8342128,493651,64.30310821533203
1582821815.0007021,494089,65.07882690429688
1582821815.0174565,494132,62.88951873779297
1582821815.2652857,494746,59.06256866455078
1582821815.3806124,495006,56.713199615478516
1582821815.4307177,495130,57.077335357666016
1582821815.4529746,495190,57.317020416259766
1582821815.68192,495710,53.87324142456055
1582821816.0220728,496416,56.51513671875
1582821816.7252543,497393,57.04997253417969
1582821817.6653867,498432,54.60544967651367
1582821818.3809934,499325,57.25880813598633
1582821818.6841705,499711,59.907958984375
1582821818.696254,499723,61.6085319519043
1582821818.7198398,499775,64.87395477294922
1582821819.3281975,500792,70.83345794677734
1582821819.4552574,501000,76.84979248046875
1582821820.1777823,502202,86.19194793701172
1582821820.2812517,502344,89.03399658203125
1582821820.6396787,502879,95.46239471435547
1582821820.6798947,502938,94.10411071777344
1582821820.9615893,503429,92.23258209228516
1582821821.426157,504158,98.49903106689453
1582821821.7616267,504835,98.74811553955078
1582821822.0903487,505294,98.09701538085938
1582821822.4809005,505740,100.33318328857422
1582821822.9005249,506205,99.94371032714844
1582821823.9705763,507762,93.30702209472656
1582821824.044452,507865,92.3448257446289
1582821825.1302254,509366,91.99195861816406
1582821825.9017959,510600,84.42313385009766
1582821826.9630864,512156,85.34309387207031
1582821828.2848804,513422,86.3858413696289
1582821829.857065,515020,86.96898651123047
1582821829.9897802,515219,89.55492401123047
1582821831.4651072,516490,93.20022583007812
1582821832.897225,517643,95.36691284179688
1582821833.132413,517806,95.49274444580078
1582821833.7476516,518474,97.80265045166016
1582821834.5529053,519315,98.09349822998047
1582821835.5680912,520206,100.75567626953125
1582821837.3777404,521404,103.17918395996094
1582821844.2046592,525408,99.66141510009766
1582821845.6468635,526484,99.43968200683594
1582821850.166191,529412,97.887451171875
1582821852.1207457,530488,98.00188446044922
1582821855.2872753,531822,96.02523803710938
1582821859.7046869,533582,98.07176971435547
1582821866.6363227,536790,98.95987701416016
1582821874.1304226,539830,98.86309051513672
1582821874.451196,539968,98.83732604980469
1582821879.2421749,542980,98.97357940673828
1582821879.8753765,543927,100.7545394897461
1582821880.4394383,544766,100.25563049316406
1582821880.778981,545355,99.36997985839844
1582821881.1039922,546042,91.89177703857422
1582821881.5149825,546958,85.14704895019531
1582821881.53083,546985,82.13349151611328
1582821881.552634,547029,78.69009399414062
1582821882.1193,548103,68.1756820678711
1582821882.1231964,548111,64.88887786865234
1582821882.2021527,548262,64.51730346679688
1582821882.3247888,548570,58.35781478881836
1582821882.568039,549037,55.7112922668457
1582821882.577583,549055,54.89501953125
1582821882.832015,549559,53.51413345336914
1582821882.8946304,549705,49.89579391479492
1582821883.2560203,550464,42.75533676147461
1582821883.6008,550970,42.367862701416016
1582821883.737375,551183,41.005271911621094
1582821884.0545344,551817,39.26081848144531
1582821884.0848467,551876,35.853328704833984
1582821884.1898599,552072,37.378761291503906
1582821885.0736096,553743,27.162391662597656
1582821885.754406,554778,24.573104858398438
1582821885.8699641,554917,25.155574798583984
1582821886.9555194,556456,20.176164627075195
1582821887.0566802,556674,17.260995864868164
1582821887.1588972,556881,17.405614852905273
1582821887.232243,557031,17.357681274414062
1582821887.2868326,557146,18.436891555786133
1582821887.4480443,557525,17.02112579345703
1582821887.6954618,558084,9.442880630493164
1582821888.2079225,559151,2.7530152797698975
1582821888.2922604,559350,1.8377100229263306
1582821888.313958,559394,-0.21831224858760834
1582821888.6578534,560161,-4.394028663635254
1582821888.9289432,560731,-3.5767784118652344
1582821889.12341,561220,-2.9168500900268555
1582821889.137664,561254,-4.977742671966553
1582821889.3449707,561788,-8.058236122131348
1582821889.3523564,561797,-7.615903377532959
1582821889.3944697,561912,-10.030570030212402
1582821889.427862,561998,-10.237724304199219
1582821889.556986,562316,-10.0232515335083
1582821889.6466215,562517,-9.748658180236816
1582821889.8275003,562948,-11.538534164428711
1582821889.9012582,563099,-13.71773910522461
1582821889.9408307,563187,-15.00849723815918
1582821890.3695612,564091,-12.345977783203125
1582821890.4491408,564239,-12.089353561401367
1582821890.824994,564873,-12.314148902893066
1582821891.696044,565820,-10.22016716003418
1582821892.5580657,566259,-7.623132228851318
1582821893.555795,567434,-4.811833381652832
1582821894.3246462,568249,-3.2172622680664062
1582821898.3133223,570915,-2.9929423332214355
1582821899.459905,571438,-2.8009705543518066
1582821900.7665536,572253,-4.4978461265563965
1582821904.1731389,574517,-2.211428642272949
1582821907.8940084,577490,6.845133304595947
1582821909.6127768,578854,10.069929122924805
1582821909.6301608,578870,13.499796867370605
1582821910.2749033,579538,17.98384666442871
1582821916.4433327,583471,21.54817008972168
1582821918.328712,584985,22.392637252807617
1582821919.444144,585981,22.18477439880371
1582821920.7518506,587240,28.597795486450195
1582821921.3826277,587868,30.299697875976562
1582821922.8759878,588849,30.899511337280273
1582821924.150793,590217,32.84109115600586
1582821925.2762022,591389,35.753021240234375
1582821926.7100217,592484,36.934417724609375
1582821929.2494519,594221,36.20384979248047
1582821935.4906275,598226,30.14957618713379
1582821936.5107303,599512,27.079143524169922
1582821937.334252,600466,27.373071670532227
1582821939.1012902,601786,29.908349990844727
1582821939.637154,602233,31.85193634033203
1582821953.2852795,611773,41.864418029785156
1582821954.4926522,612958,46.951416015625
1582821954.8819067,613397,52.72907638549805
1582821955.7532156,614450,55.318260192871094
1582821956.1000273,614818,57.64383316040039
1582821957.5624993,616254,65.77327728271484
1582821957.7464366,616416,68.37373352050781
1582821957.9012125,616587,71.16830444335938
1582821958.3234668,617165,70.650634765625
1582821958.440421,617312,73.42456817626953
1582821958.5993235,617535,72.48844909667969
1582821959.4104922,618343,75.6866683959961
1582821959.5498698,618540,78.28691101074219
1582821959.7028482,618747,78.76373291015625
1582821960.2745287,619546,78.64970397949219
1582821960.9240937,620178,83.21671295166016
1582821962.077714,621410,86.70440673828125
1582821964.0608802,623328,91.60687255859375
1582821965.9832945,625127,92.24396514892578
1582821966.179879,625317,93.81829833984375
1582821966.611292,625932,94.42127227783203
1582821968.4037943,627560,97.36531829833984
1582821968.7490027,628090,92.39506530761719
1582821970.1082447,629413,98.24933624267578
1582821972.8665946,631533,99.07776641845703
1582821976.8708055,633417,97.49553680419922
1582821979.4179413,634646,92.70844268798828
1582821980.687678,635537,90.00491333007812
1582821987.6386573,638650,82.20870971679688
1582821992.4137685,641425,76.01209259033203
1582821994.2209845,642407,75.08367156982422
1582821998.8305106,646102,68.5920639038086
1582821999.0562224,646318,70.3289566040039
1582822000.6320744,647579,71.98429870605469
1582822007.715916,652208,73.93736267089844
1582822008.7987134,653311,73.52816772460938
1582822009.0844457,653513,74.18719482421875
1582822009.2105486,653643,76.69979858398438
1582822010.1645563,654659,79.60807037353516
1582822010.196867,654695,83.15006256103516
1582822011.19254,655646,86.43535614013672
1582822013.63397,657126,88.88471221923828
1582822014.2983928,657812,92.8624496459961
1582822014.6465952,658294,94.5621566772461
1582822015.8944929,659698,100.98052215576172
1582822016.8551238,661041,110.28187561035156
1582822017.4669926,661813,107.67908477783203
1582822018.8912904,663729,104.55392456054688
1582822019.2985306,664210,101.26939392089844
1582822019.3044074,664218,100.97322845458984
1582822019.3270419,664246,98.20416259765625
1582822019.5764809,664614,98.8399887084961
1582822020.5391855,665773,92.94145965576172
1582822020.8109555,666056,93.81097412109375
1582822021.4878674,666946,85.21511840820312
1582822022.0287442,667494,87.99939727783203
1582822022.9345038,668486,89.21693420410156
1582822023.5638103,669193,92.3792495727539
1582822023.8522367,669630,93.73533630371094
1582822024.1859815,670163,90.6277847290039
1582822024.2021577,670187,88.50970458984375
1582822025.3090644,671525,88.0810546875
1582822026.53182,672690,86.28656005859375
1582822026.6255884,672834,86.45215606689453
1582822027.316382,673703,83.64277648925781
1582822027.843922,674569,89.38665771484375
1582822027.9610083,674731,87.64484405517578
1582822028.590947,675560,88.11772155761719
1582822028.6172612,675590,88.49934387207031
1582822029.220143,676323,91.57828521728516
1582822029.2492208,676357,92.2681655883789
1582822029.6818156,676908,95.16490936279297
1582822029.792498,677087,99.44699096679688
1582822029.941134,677345,102.75782012939453
1582822030.2400048,677839,103.84458923339844
1582822030.2819343,677901,107.45093536376953
1582822030.9823303,678547,116.08830261230469
1582822031.083895,678663,112.7877426147461
1582822031.6107502,679485,114.53687286376953
1582822032.407338,680626,121.91326904296875
1582822032.721513,681208,121.029052734375
1582822032.740656,681231,123.35891723632812
1582822033.358716,682242,126.48229217529297
1582822033.6184566,682577,132.437744140625
1582822033.927884,683017,135.79542541503906
1582822034.646628,684061,138.14453125
1582822037.106148,686775,143.11727905273438
1582822038.8411767,688501,141.76194763183594
1582822039.4006565,689036,140.2405242919922
1582822039.7655435,689553,134.83663940429688
1582822041.0511198,690723,134.66683959960938
1582822041.3473687,691024,140.37489318847656
1582822044.8374202,693213,142.11790466308594
1582822048.9688597,695006,143.5371551513672
1582822049.0193596,695029,143.13644409179688
1582822054.4067092,697217,140.69903564453125
1582822055.088338,697528,137.94149780273438
1582822057.9276204,699011,137.65875244140625
1582822059.483887,700041,137.14686584472656
1582822060.4493506,700975,144.44044494628906
1582822060.538011,701105,147.2760009765625
1582822061.454844,702276,151.3270721435547
1582822062.114652,703176,164.90249633789062
1582822062.6457047,703937,162.12295532226562
1582822063.9717207,705737,169.13682556152344
1582822063.9906962,705763,169.00076293945312
1582822064.814608,706718,167.39682006835938
1582822064.861158,706800,167.33734130859375
1582822065.3246856,707596,167.39654541015625
1582822065.4517548,707836,170.84788513183594
1582822065.9136086,708504,173.6490478515625
1582822066.1561918,708847,171.84535217285156
1582822066.1814344,708882,175.0419158935547
1582822066.5287092,709474,175.37213134765625
1582822066.6976113,709721,173.66873168945312
1582822066.9944615,710159,174.25340270996094
1582822067.2619832,710490,176.57882690429688
1582822067.5209892,710861,179.593505859375
1582822068.2514207,711870,182.1486358642578
1582822068.3106403,711942,183.97067260742188
1582822069.306805,713219,183.96026611328125
1582822069.4964247,713441,183.85568237304688
1582822070.5955768,714585,185.69650268554688
1582822071.51181,715815,190.2312774658203
1582822072.0578609,716367,189.8387908935547
1582822073.1122236,717709,189.33351135253906
1582822076.6499655,720764,192.0218048095703
1582822078.4039578,722528,196.1616668701172
