,mean_reward_100_steps,steps
82,-129.2692170178397,5883
83,-129.4132551309963,5969
84,-129.21595006500272,6022
85,-128.88700866615972,6081
86,-129.3754710984473,6159
87,-129.27019466060426,6232
88,-129.03142553022033,6291
89,-129.0057920925218,6364
90,-128.9067513247708,6446
91,-128.77111047577543,6513
92,-128.676589269688,6578
93,-128.5396353929803,6633
94,-128.38716402308663,6692
95,-128.83237942517508,6779
96,-128.98231102438498,6841
97,-129.3074688418114,6931
98,-129.194902115684,6983
99,-129.44688979795507,7050
100,-127.3619141347141,7132
101,-127.46289109905663,7182
102,-128.29741360305016,7239
103,-128.77446760082017,7318
104,-128.8352852009845,7400
105,-129.3378417634833,7487
106,-129.45224385039754,7548
107,-129.0610194706115,7622
108,-130.23686830423003,7679
109,-130.0267884760924,7754
110,-129.18246685296705,7812
111,-129.011295528067,7885
112,-128.92942170650883,7940
113,-128.7868323147306,8001
114,-129.33391641612798,8077
115,-130.5986063282196,8167
116,-131.0973797427647,8258
117,-131.02709598200028,8334
118,-131.20008200016122,8406
119,-131.23831082215023,8474
120,-131.13931995751898,8563
121,-130.86562889577556,8627
122,-131.66276010232474,8713
123,-132.95449177724095,8806
124,-132.61589194055762,8898
125,-132.36732369977636,8990
126,-132.77147596995707,9065
127,-132.8772645892412,9117
128,-133.8600421993123,9170
129,-133.1213679194962,9220
130,-133.94509598275243,9310
131,-133.2199122456176,9374
132,-134.02064457661263,9461
133,-133.0938504366957,9552
134,-134.27433670396258,9617
135,-134.3809708275376,9685
136,-134.50982993079134,9746
137,-135.1094564752804,9814
138,-135.40691423103607,9908
139,-135.6692945881515,9979
140,-135.45788203696628,10037
141,-135.8155662162787,10104
142,-135.69477756123985,10166
143,-135.67569607517385,10228
144,-135.84260995581778,10282
145,-135.61809798283096,10339
146,-134.83291672700392,10400
147,-134.96228580572534,10474
148,-134.63115327637666,10529
149,-134.8097605037844,10621
150,-134.86778050330975,10685
151,-134.93886664905605,10771
152,-135.14189814176012,10847
153,-135.01979603730732,10901
154,-134.62893436642534,10962
155,-134.5491219076061,11046
156,-135.30588387452744,11120
157,-135.78399507450752,11187
158,-135.95854367148215,11255
159,-135.92153365722706,11330
160,-136.41726793940063,11413
161,-136.45540725755362,11468
162,-136.70739223954283,11552
163,-137.30320199387546,11620
164,-137.16611507624856,11673
165,-137.5779180777827,11727
166,-137.94099306447418,11803
167,-137.85738361282014,11865
168,-138.36412873930126,11953
169,-139.6223344655551,12032
170,-140.0276440463862,12111
171,-139.92879120708264,12176
172,-139.94679438158562,12251
173,-140.1380717130298,12336
174,-140.36055760954667,12391
175,-140.59423652243905,12466
176,-140.20746067569345,12532
177,-140.0292483145273,12585
178,-140.35492960353002,12659
179,-140.46726884409688,12749
180,-140.65304982615578,12831
181,-140.86038529467928,12917
182,-140.34451963987576,12996
183,-140.43089233553152,13062
184,-140.6301352109242,13136
185,-140.861131705457,13213
186,-140.09664036008635,13270
187,-140.09358851307772,13325
188,-140.38833394892737,13381
189,-140.34398531232506,13455
190,-140.7083528008931,13534
191,-141.0923309613047,13606
192,-141.0860823331058,13681
193,-141.41349621029016,13768
194,-141.92980233362917,13843
195,-141.5097227769298,13900
196,-141.47651451581615,13968
197,-141.1979931215191,14025
198,-141.46010749613845,14100
199,-141.3517353964524,14169
200,-140.6663276704851,14227
201,-141.29846546286518,14298
202,-141.63825363365765,14389
203,-140.8004037335428,14442
204,-140.72289135945522,14516
205,-139.87768471558522,14572
206,-139.8187195360072,14655
207,-140.7137341242341,14713
208,-140.24933636896134,14768
209,-140.72759879429805,14856
210,-140.54641317733757,14909
211,-140.5335500856993,14967
212,-141.06112926108102,15048
213,-141.040288245135,15107
214,-140.71333731496418,15160
215,-142.46781704027674,15261
216,-141.98033045456899,15316
217,-141.7406288244949,15392
218,-141.33167080816654,15460
219,-141.5190576572976,15529
220,-141.49174773716356,15599
221,-140.92873021497465,15687
222,-140.05672054529387,15746
223,-138.46701689394678,15806
224,-138.6067895518382,15871
225,-139.0837040599276,15965
226,-139.25985905811515,16042
227,-139.3220367565318,16100
228,-139.58295626583347,16158
229,-140.02931769271316,16245
230,-139.2228999205108,16312
231,-140.43954482288729,16399
232,-140.2992401404934,16470
233,-140.69518289754558,16547
234,-140.5267584066382,16601
235,-141.0198517961132,16694
236,-141.0494367441361,16769
237,-140.34404477933697,16852
238,-139.95169292893715,16945
239,-139.84666849022597,17034
240,-140.10206660361672,17109
241,-141.01073514903933,17202
242,-140.97292427526355,17257
243,-141.29186930713777,17316
244,-141.1860565802254,17376
245,-141.2255063192395,17439
246,-141.50445672441438,17499
247,-141.72354366771805,17549
248,-141.71507884419975,17617
249,-141.24002944003132,17691
250,-140.88406852529423,17747
251,-140.11629821928386,17804
252,-139.88832734527966,17875
253,-140.26279691506764,17951
254,-140.4408483166273,18004
255,-140.66446727974073,18092
256,-140.05823699615993,18155
257,-139.9018907863355,18245
258,-139.57680979317809,18301
259,-139.8581770295864,18366
260,-139.91303619176665,18451
261,-139.9145048497608,18516
262,-140.18028947165078,18602
263,-140.43000302260796,18681
264,-140.6957469391807,18747
265,-140.4942236725986,18809
266,-140.3923638264914,18864
267,-140.26336830995635,18917
268,-140.32056194767148,18994
269,-141.25821713285552,19081
270,-139.3894196100943,19165
271,-139.05527406064047,19236
272,-138.68538043869088,19301
273,-138.46283413427588,19369
274,-138.5392860931843,19424
275,-138.4991346029408,19489
276,-138.6562473938328,19548
277,-138.96560285741955,19625
278,-138.52482310297634,19712
279,-137.97876989015816,19772
280,-137.16727806619474,19824
281,-137.25311249427034,19911
282,-137.2844242212018,19973
283,-137.60361954604159,20060
284,-137.80856289010197,20137
285,-138.28089024814605,20216
286,-138.67734750094854,20289
287,-139.0552688251662,20361
288,-139.07750055862908,20425
289,-139.10532702556551,20479
290,-138.41571064436317,20533
291,-138.5689149635456,20602
292,-138.6026889461902,20656
293,-138.7287766812231,20724
294,-138.43936759074126,20782
295,-139.01667008476318,20867
296,-138.91263737167844,20933
297,-137.25822219756571,20993
298,-137.0847045610288,21060
299,-137.54000662426003,21134
300,-137.79016690217065,21219
301,-136.07475754769405,21314
302,-136.5456513961619,21399
303,-136.74782693170275,21457
304,-136.48963661099765,21549
305,-136.9238066359032,21607
306,-136.9778036013939,21669
307,-136.98448432736024,21729
308,-137.05385981303064,21788
309,-136.31653184323534,21860
310,-136.54768253692654,21928
311,-136.78873575113596,21987
312,-136.12139178519715,22051
313,-135.85586582807858,22105
314,-136.12190839134462,22166
315,-134.49860961987596,22223
316,-135.2214957537605,22309
317,-134.94901446086214,22369
318,-135.32844761830233,22435
319,-135.39014753846706,22513
320,-135.0713429263964,22575
321,-135.7306597920567,22637
322,-135.7041262845085,22725
323,-135.77084094055397,22784
324,-136.11461538664074,22872
325,-135.6545143464614,22964
326,-135.37737316972252,23032
327,-135.7868093380718,23099
328,-136.15615386120666,23174
329,-136.516780896783,23236
330,-136.35389683129225,23291
331,-137.3665656073864,23387
332,-136.60884301296764,23474
333,-136.4814866600956,23544
334,-137.10280557621567,23624
335,-136.12034515166712,23680
336,-135.78225623847212,23755
337,-135.82671688802967,23820
338,-135.02042163661255,23875
339,-136.29993554627754,23965
340,-135.2973699685265,24019
341,-133.14484222239315,24098
342,-133.26371170922295,24176
343,-132.50281669369858,24235
344,-132.55677578207383,24302
345,-132.43851038215186,24375
346,-132.67658313107125,24456
347,-132.32168157585423,24546
348,-132.61474524672212,24608
349,-132.4172592886336,24665
350,-132.54425019718133,24723
351,-133.1877964195124,24778
352,-132.90146154453848,24831
353,-132.64473616958676,24902
354,-132.85733855476408,24976
355,-132.66778854864813,25036
356,-131.6519010252583,25115
357,-131.6942141801935,25190
358,-131.74872598307462,25251
359,-131.7220488148,25334
360,-131.28286340187063,25401
361,-131.22776187524147,25462
362,-130.95394665155666,25543
363,-130.71732151836116,25607
364,-130.82531649475092,25676
365,-130.85814710107292,25735
366,-130.69229017353993,25820
367,-130.92515338886798,25883
368,-130.20369660120258,25975
369,-129.52732395813442,26040
370,-130.88620551784322,26107
371,-132.44810725997476,26183
372,-132.60434553261223,26249
373,-132.51091034693363,26316
374,-132.90890114464293,26390
375,-134.98331292230156,26501
376,-134.64519484322818,26554
377,-134.94696527729934,26628
378,-135.1171428951233,26708
379,-134.86762241797007,26789
380,-136.26068827165471,26857
381,-135.72576380224308,26920
382,-136.1036337212539,27002
383,-134.22111210265805,27093
384,-133.9754969298217,27154
385,-132.94565207296145,27234
386,-132.8041495695489,27317
387,-134.1110657067789,27413
388,-133.99157589914864,27490
389,-133.88161250502563,27556
390,-134.18038472445082,27631
391,-133.80113612364667,27685
392,-134.32656449046414,27754
393,-134.19165229699237,27817
394,-133.91406000554295,27880
395,-133.5405980039888,27940
396,-133.13991878735996,28029
397,-134.8339302788735,28098
398,-135.19452260050468,28164
399,-134.3211795851407,28219
400,-133.54727695646775,28305
401,-133.27943055682957,28374
402,-132.16790553916374,28428
403,-132.45814631682978,28495
404,-132.67050263428956,28582
405,-132.5171602404649,28642
406,-132.7210395890399,28717
407,-132.37765042013865,28774
408,-132.2184131220448,28845
409,-132.90472278641684,28930
410,-133.10272366541219,28993
411,-133.33746972404097,29071
412,-133.68797363635497,29136
413,-133.8990551444474,29203
414,-133.41529623007432,29268
415,-133.5369732893913,29331
416,-132.82265914677905,29422
417,-133.01658677952722,29476
418,-133.2527006601832,29561
419,-133.450850129356,29642
420,-133.4540538643728,29732
421,-133.722829880539,29807
422,-133.93888076142025,29880
423,-134.02836590773967,29963
424,-133.42117666068742,30018
425,-133.61659371294965,30098
426,-133.20877721906797,30154
427,-133.19994925096478,30226
428,-132.67240239249205,30305
429,-132.7972172446148,30393
430,-132.79169649070462,30457
431,-131.00914354695652,30514
432,-131.77490418698576,30572
433,-131.90512299153318,30643
434,-131.9120566719822,30715
435,-132.3291159217753,30783
436,-132.4707919495387,30866
437,-132.14348272622397,30922
438,-132.73230929700605,30989
439,-131.31819289385595,31063
440,-131.97930281482522,31137
441,-133.23533246846281,31196
442,-133.00600389743337,31259
443,-133.6620580849127,31316
444,-133.9674121593366,31378
445,-133.94526323881814,31467
446,-133.98555284730276,31543
447,-134.58357344911008,31613
448,-134.47820042563876,31681
449,-135.33212050724404,31753
450,-134.95455201769087,31809
451,-135.05526895304797,31877
452,-135.5258165017822,31945
453,-135.82770353773702,32010
454,-135.79410301164103,32085
455,-135.9111806952538,32147
456,-137.22296132369428,32200
457,-136.69607346104866,32260
458,-137.01746613461768,32334
459,-136.3673372715768,32426
460,-136.5087901483664,32505
461,-134.9808194372635,32568
462,-135.25096925254067,32655
463,-135.05198863038723,32722
464,-134.91856341435656,32778
465,-135.18288449113214,32830
466,-135.1203343542575,32885
467,-135.1350483706372,32939
468,-135.9412483139832,33004
469,-135.9301678863111,33082
470,-136.24561803672708,33156
471,-134.58663130056553,33209
472,-134.50634292130601,33272
473,-134.73854167454292,33334
474,-133.9763357681159,33387
475,-131.9223459033395,33451
476,-132.40783780153657,33514
477,-132.0150814146499,33602
478,-130.32895782219404,33673
479,-130.72471987595475,33741
480,-130.5150058212544,33816
481,-130.38465565386323,33869
482,-130.07764865282223,33928
483,-130.69292885962298,33991
484,-130.90967560535256,34057
485,-131.38783407892413,34134
486,-131.72274247406415,34216
487,-130.2335110447693,34279
488,-130.0447830117621,34338
489,-130.38085832258778,34396
490,-130.63686623425892,34458
491,-130.95797519977583,34537
492,-130.53336640403052,34589
493,-130.3784717135284,34668
494,-131.26173331780868,34757
495,-131.798012186555,34848
496,-132.34584869983283,34920
497,-132.0443779264495,34974
498,-132.09505157806154,35058
499,-132.50465162498566,35145
500,-132.8596588554743,35197
501,-134.84973910665337,35258
502,-135.26128383291126,35343
503,-134.99479728708013,35403
504,-134.8444057211574,35468
505,-135.1279845353905,35542
506,-134.96267238280527,35632
507,-134.6984748991113,35700
508,-135.08932676890478,35779
509,-134.43087087127978,35868
510,-134.88606553589295,35946
511,-134.387226088304,36027
512,-134.13940448929284,36084
513,-134.5472119133231,36151
514,-134.97298328559188,36216
515,-135.18136891385765,36286
516,-135.2964915216583,36369
517,-133.88933527010104,36428
518,-131.8354444183041,36518
519,-131.3532243737849,36577
520,-131.32461043350946,36633
521,-130.7467575621726,36713
522,-130.66852852303126,36801
523,-130.12079357653266,36887
524,-130.74769776936301,36965
525,-130.4972529141267,37040
526,-130.55281696616746,37098
527,-129.96338996187177,37187
528,-129.35226740836805,37281
529,-128.92837857196682,37341
530,-129.12635789020203,37417
531,-129.16849061053782,37491
532,-129.17880749650038,37552
533,-128.96631246435223,37627
534,-128.71268749167126,37692
535,-129.195647563107,37775
536,-129.10139694492136,37829
537,-129.45893162037825,37895
538,-129.2234483185275,37967
539,-129.00735801634622,38024
540,-128.49272794278022,38077
541,-128.54301102612354,38142
542,-128.76228217426944,38195
543,-129.62936627623054,38290
544,-129.1366113914239,38381
545,-129.12237822544222,38437
546,-128.62261834775833,38491
547,-128.0302881084123,38579
548,-127.74527974479162,38633
549,-126.2618648505933,38687
550,-126.47559093200562,38763
551,-126.15881306121152,38828
552,-125.74172144708797,38884
553,-126.1168730812803,38973
554,-126.6767508291211,39061
555,-126.5852484618768,39121
556,-126.37161116114447,39197
557,-126.72509944023257,39257
558,-126.50336258629875,39322
559,-126.61863759556837,39375
560,-126.59217953736572,39429
561,-130.42151066188632,39543
562,-129.9655629019113,39624
563,-129.47171687915582,39712
564,-129.99525539610528,39793
565,-129.72034633945208,39849
566,-129.97779085765455,39917
567,-129.85124837610894,39988
568,-129.6018214875385,40065
569,-129.76382989784784,40133
570,-127.65768467397757,40199
571,-128.38194570468133,40260
572,-128.38831542891512,40313
573,-128.05963866733177,40386
574,-128.1119697590167,40448
575,-128.04173736226505,40519
576,-127.88141661645199,40573
577,-127.97730486755997,40636
578,-129.09169947861164,40691
579,-128.62886582422422,40751
580,-128.17022520325153,40824
581,-128.388884457505,40903
582,-128.54524940333687,40963
583,-129.06215829414688,41051
584,-128.99336503243555,41121
585,-129.17243632755458,41187
586,-129.02249826155176,41276
587,-129.14639305958127,41351
588,-129.04305629857294,41406
589,-128.71875549155385,41482
590,-128.9739571728008,41552
591,-128.7809858131669,41621
592,-128.66077113279172,41683
593,-129.21893626357434,41765
594,-128.94666166483393,41833
595,-128.07990725095647,41889
596,-127.97176261429986,41949
597,-128.94455941110374,42045
598,-128.4746851633753,42133
599,-128.3578241262651,42187
600,-128.39906752802165,42274
601,-128.1076240736721,42357
602,-128.28606499561312,42419
603,-128.070452789058,42474
604,-128.63948180524503,42545
605,-128.77531373759916,42611
606,-128.7643170512108,42670
607,-129.51736453298557,42743
608,-130.10956177796203,42818
609,-130.28014954845546,42875
610,-129.91643807040236,42956
611,-130.08321694721602,43025
612,-128.938734601473,43099
613,-130.27162270488824,43193
614,-130.00791442134815,43264
615,-128.15943315485,43422
616,-128.3063651379301,43500
617,-129.44813305867785,43590
618,-132.0474464274545,43688
619,-132.0813816414993,43761
620,-132.41438713382755,43828
621,-132.32588084865375,43889
622,-132.1473230479087,43944
623,-132.27052401928296,44002
624,-131.79974969110742,44059
625,-131.84290003163366,44137
626,-132.09549586830218,44214
627,-132.4817352876109,44282
628,-133.32491359936955,44350
629,-131.64332684209955,44450
630,-131.75847658080482,44516
631,-132.10540670300378,44593
632,-132.18422755345844,44669
633,-132.10173997908984,44751
634,-132.52185894247998,44830
635,-131.84479074411945,44886
636,-131.84269348209716,44942
637,-131.73571750113132,45024
638,-131.717143044557,45077
639,-132.38060374291175,45161
640,-132.557663061768,45214
641,-132.35077220479715,45301
642,-132.27504390188687,45356
643,-131.06238175034656,45441
644,-131.81689115060865,45515
645,-131.7472122370569,45603
646,-132.08441081890285,45684
647,-132.43306492050516,45746
648,-132.44153835318818,45804
649,-133.41899459238684,45877
650,-133.2283660789896,45934
651,-133.61735234826617,46020
652,-133.61676181498123,46072
653,-133.0922187504075,46140
654,-132.6891953547008,46217
655,-132.39909585999936,46278
656,-132.35962620612804,46360
657,-132.79287791104642,46449
658,-132.85118079286786,46509
659,-133.17301811767254,46595
660,-133.0404775746358,46663
661,-130.55961559418427,46722
662,-130.68343055441667,46799
663,-131.0074019520117,46889
664,-130.6888215204248,46972
665,-131.8305660868947,47062
666,-130.5214952147001,47156
667,-130.50964220695835,47229
668,-128.86787328566243,47321
669,-128.54492539657036,47381
670,-129.1508581572682,47486
671,-129.07094534159216,47567
672,-128.6075076902721,47619
673,-128.7276428952993,47679
674,-129.01896621853905,47741
675,-128.93733996609535,47808
676,-128.86740272436225,47878
677,-128.61538463256812,47948
678,-128.80389742859347,48006
679,-127.80841664126957,48091
680,-128.14135890916498,48159
681,-128.5047069985975,48218
682,-128.73528061953198,48290
683,-128.87707412681138,48350
684,-128.75230817753635,48416
685,-127.70924485612296,48512
686,-127.43016679595135,48570
687,-127.07843358175647,48636
688,-127.73397219056653,48718
689,-127.71515500677897,48774
690,-127.72931159475267,48844
691,-127.19644742228319,48898
692,-127.25087177172612,48973
693,-126.61233337920798,49025
694,-126.8406875458353,49114
695,-127.45757987149855,49193
696,-127.59117270508006,49263
697,-126.79275226192487,49321
698,-126.77024398961805,49377
699,-126.73901065337212,49436
700,-127.31893418855525,49515
701,-127.2202713890968,49594
702,-127.53539978853914,49660
703,-126.3456856179001,49754
704,-126.00950350512072,49824
705,-126.33664568195431,49900
706,-125.77239577322449,49951
707,-125.53613192472184,50022
708,-124.8871621543499,50099
709,-124.98805423852075,50165
710,-124.84934696441482,50230
711,-125.00857530061987,50292
712,-126.12103070345047,50367
713,-124.71906462077082,50458
714,-124.77220913383252,50520
715,-125.93178860146944,50575
716,-125.90219219614936,50654
717,-126.25229691488073,50719
718,-124.9704877874387,50808
719,-125.17426396253461,50865
720,-125.4894076118502,50931
721,-125.62148644152539,50990
722,-126.24954837963986,51069
723,-124.92478910709976,51161
724,-124.79351955602297,51213
725,-124.72016673348251,51296
726,-124.11850274269102,51355
727,-124.22940060125937,51414
728,-123.76861456354469,51492
729,-125.33199014386577,51547
730,-125.06896003138517,51613
731,-124.34628673129009,51669
732,-123.96772902878281,51734
733,-124.40166847211174,51795
734,-123.71335135506723,51858
735,-124.22514118070796,51931
736,-123.96373983892852,51984
737,-124.19780886252276,52046
738,-124.2274175324837,52119
739,-123.74813631467408,52188
740,-124.34190908079032,52273
741,-124.29993582499725,52325
742,-124.4186331262538,52393
743,-125.07692051638502,52470
744,-124.87673463933898,52562
745,-126.80922742037475,52656
746,-126.50681554279022,52711
747,-127.07641440938406,52795
748,-127.58480656603147,52879
749,-127.57646928127491,52934
750,-128.19309594739929,53008
751,-127.99664780792236,53071
752,-127.7197898509892,53126
753,-128.1835637752994,53202
754,-127.99097532522168,53287
755,-127.7666773810291,53344
756,-127.80475475356315,53398
757,-127.16116296341652,53452
758,-127.35802911615411,53529
759,-127.53772709561198,53612
760,-127.1395470700226,53683
761,-127.3176734576369,53768
762,-127.10415742511934,53837
763,-126.90490634574897,53929
764,-127.21574422312902,54001
765,-126.20370243897398,54062
766,-127.63793602419842,54143
767,-127.69848139453651,54196
768,-129.40927587071866,54287
769,-130.52578241898485,54380
770,-132.04911197915771,54463
771,-132.55949093550743,54554
772,-133.05758981048461,54646
773,-132.09577940584532,54743
774,-131.60935900951475,54806
775,-131.36068231349896,54857
776,-131.58135728528043,54940
777,-131.70080509988833,55006
778,-132.02802811339018,55081
779,-132.53598759340898,55158
780,-132.27618727216196,55228
781,-132.09971604808234,55283
782,-131.81657683471505,55341
783,-130.93313061856978,55425
784,-130.9899011888623,55493
785,-132.63182499627007,55575
786,-132.9559894024691,55631
787,-133.03786827025738,55707
788,-133.0542769871595,55789
789,-133.07752617453008,55854
790,-133.09938131621448,55936
791,-133.4536892144033,55994
792,-133.0343949938143,56047
793,-133.0268675976189,56113
794,-132.53633065435872,56181
795,-131.7869663332751,56239
796,-131.7810884786172,56304
797,-132.2308782039972,56379
798,-132.42408110818457,56432
799,-132.58652868553054,56495
800,-131.43056644359737,56578
801,-132.0958085727839,56666
802,-131.80442154255945,56720
803,-133.43747509557022,56800
804,-133.25471257331523,56868
805,-132.52640871516934,56932
806,-132.73343133518318,56987
807,-132.19843383669024,57040
808,-132.25286476084685,57105
809,-131.8114660474253,57162
810,-131.67372231256434,57230
811,-132.06240499925025,57302
812,-132.30173241798272,57373
813,-132.29767679721772,57463
814,-132.3461846562438,57523
815,-132.6968622716976,57582
816,-133.1163055983307,57651
817,-133.00388461724253,57724
818,-133.16614347185782,57794
819,-132.84303967611393,57848
820,-132.52457403185272,57920
821,-132.44659644687619,57984
822,-131.68422703997211,58075
823,-133.479835318811,58139
824,-133.32217549344264,58227
825,-133.47767592596375,58299
826,-134.22261527368843,58380
827,-132.63283846226696,58473
828,-133.0496069625947,58537
829,-133.06958074747766,58600
830,-133.34283093539332,58658
831,-133.8805850439474,58719
832,-133.78457120511953,58772
833,-133.3852302224819,58833
834,-133.88116344964024,58903
835,-134.26277456880555,58994
836,-135.0673553221719,59065
837,-135.42289955181724,59141
838,-135.2318804344647,59197
839,-135.0198709691125,59271
840,-135.0490218088058,59349
841,-135.5000112479018,59413
842,-135.50172275041942,59483
843,-134.9612119740122,59544
844,-134.86371061077068,59625
845,-132.8353242731376,59691
846,-132.96966177835893,59778
847,-132.22636777464436,59844
848,-132.0990205350986,59915
849,-131.94566947199718,60001
850,-131.58419791626298,60077
851,-131.42121447597864,60134
852,-131.90615116815667,60206
853,-131.26256998033256,60266
854,-130.8590256358022,60320
855,-131.28430722694554,60381
856,-131.47214889916867,60445
857,-131.55813574088018,60506
858,-131.5341477933579,60574
859,-130.29413355055843,60655
860,-130.76072178264357,60715
861,-130.6791907057078,60767
862,-130.94219079754058,60825
863,-131.14139147639364,60877
864,-131.0104610584415,60952
865,-130.95821718851883,61006
866,-131.12043649705882,61062
867,-131.07821802233806,61135
868,-130.72738985563947,61192
869,-129.7219239183806,61244
870,-129.46913103750597,61306
871,-130.4633214020213,61400
872,-130.28365547682725,61452
873,-131.68452694095112,61522
874,-132.1459699284487,61591
875,-132.97237926515047,61664
876,-132.51673432746261,61742
877,-132.28458443714578,61796
878,-132.41374964238724,61856
879,-133.0088798341337,61935
880,-132.02244342782487,62020
881,-131.54369904051907,62074
882,-131.1291912196646,62161
883,-132.18314521040932,62229
884,-132.3149613754461,62285
885,-131.5720422607169,62338
886,-131.2531357512777,62424
887,-131.28087350147828,62482
888,-130.85401809575606,62536
889,-130.71127953564957,62588
890,-130.55505386362486,62655
891,-130.87957091804807,62728
892,-130.37347407466908,62799
893,-130.2873405347508,62877
894,-131.17616148319345,62965
895,-130.02372380949643,63046
896,-129.44143760368516,63136
897,-129.24441788220147,63198
898,-129.8443177100709,63287
899,-129.69442998119544,63345
900,-130.99914366344183,63427
901,-130.3826988459978,63497
902,-130.41144856152874,63555
903,-130.24585593269993,63632
904,-130.21258660539405,63691
905,-130.45595073357495,63767
906,-130.41588343631628,63823
907,-131.02157955053,63913
908,-130.98209029093925,63972
909,-131.13498962548766,64031
910,-131.0980987358079,64109
911,-130.86333281757717,64184
912,-130.79227810661706,64254
913,-130.42646727184862,64329
914,-129.95684887477321,64385
915,-130.22594253361396,64450
916,-130.02447333423513,64521
917,-130.16021486426456,64579
918,-130.00586852211435,64669
919,-130.5634980031179,64748
920,-130.42745352780204,64835
921,-129.5888243419,64928
922,-130.29675972193138,64993
923,-130.16262925886372,65069
924,-131.08916211651513,65153
925,-130.63468887648176,65213
926,-130.1722510251861,65273
927,-131.73450714559303,65358
928,-131.56609800153964,65422
929,-131.18537705466215,65478
930,-130.96006238015815,65531
931,-130.88961565929785,65608
932,-131.57358278102924,65687
933,-131.73803372450405,65757
934,-131.66821715635868,65826
935,-131.0534658048152,65906
936,-130.7243926065917,65966
937,-130.14055714924555,66022
938,-130.30429285452794,66091
939,-130.33042072961973,66171
940,-130.4527291099304,66241
941,-130.07774311952605,66300
942,-130.97628270951412,66389
943,-130.7251271115617,66443
944,-130.51479341503313,66518
945,-130.59142369608034,66611
946,-129.6153980547462,66678
947,-129.9125072841295,66752
948,-129.67740555341052,66827
949,-130.1468168937275,66913
950,-130.21087907017866,66990
951,-130.20699333046824,67043
952,-130.37269979236754,67125
953,-129.85664295866871,67189
954,-130.43774846235038,67244
955,-129.9705164633084,67333
956,-129.83848319983838,67389
957,-129.74407920132026,67443
958,-129.46496970258156,67523
959,-130.38983622205626,67595
960,-130.03444504522597,67649
961,-130.12636392193656,67730
962,-128.48958225708802,67819
963,-128.91223576744494,67906
964,-128.55466350427218,67985
965,-128.77412517154343,68040
966,-128.589248110848,68123
967,-128.63776550585646,68198
968,-128.34787632724047,68285
969,-128.20829799586045,68338
970,-128.36067286347972,68406
971,-126.51889754048197,68459
972,-126.59659021090555,68519
973,-126.64768969944764,68588
974,-127.36571145551554,68678
975,-125.09925467316997,68760
976,-125.26923370972062,68833
977,-125.76625660659217,68916
978,-125.54909197121464,68984
979,-125.99233470742116,69053
980,-126.99579742374235,69133
981,-127.17608405644161,69194
982,-127.68697725065972,69253
983,-127.5309206988469,69329
984,-127.55587137579474,69399
985,-127.70950259055462,69479
986,-128.12604957918631,69544
987,-127.65013948624244,69614
988,-127.67755258581012,69687
989,-127.91267385391116,69738
990,-128.10705306481015,69822
991,-127.9352518230956,69909
992,-128.80819604117502,69968
993,-127.91956552175382,70056
994,-126.73337106730885,70109
995,-128.13471770326362,70168
996,-129.00116100967264,70240
997,-130.74321671402484,70343
998,-130.05778263740442,70421
999,-129.98152979485266,70485
